product_code,recommend_product_codes_concated
811439,1363#725#1017#1280#1888#1019#3713#1527#652#2997
599383,4810#645#9106#850#285236#8905#8909#8910#8719#8901
588774,226921#155532#428486#158557#168647#2130#9683#206601#151447#7262
173981,1342#1638#577#3814#2132#1172#1205#2824#1343#2500
816964,11692#52836#160028#4450#1555#675#157636#3003#11808#559
160000,12034#2316#846#2332#3089#6572#3031#3039#6207#531
180590,12034#2316#846#2332#3089#6572#3031#3039#6207#531
849994,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
852116,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
70328,3460#159442#2915#671#157899#1077#2538#2578#1998#358
219000,160973#10742#1952#165250#483272#190933#418951#157428
167186,763#2477#1652#155883#6518#2331#14286#907#2841#831344
154566,417661
80063,4810#645#9106#850#285236#8905#8909#8910#8719#8901
191804,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
4428,64#391#12256#11605#96#1102#641#2343#11604#706
69987,495#5710#2804#857#581#11628#580#2043#3834#174
447868,1740#523#534#66188#854219#1898#2524#1062#9413#300
857789,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
174268,4377#2017#1548#213443#177123#167925#1525#183049#169178#167926
11267,11541#2353#14206#6557#9838#1646#259124#1798#4700#2818
603612,1740#523#534#66188#854219#1898#2524#1062#9413#300
816358,3977#2472#155444#3325#3889#1496#160046#632175#156458#411
835163,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
507971,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
9790,239#2293#5120#3829#14100#174878#288103#177964#459877#858189
18878,2670#1937#2744#2793#18867#1715#18877#4422#2713#293303
345922,226921#155532#428486#158557#168647#2130#9683#206601#151447#7262
233483,763#2477#1652#155883#6518#2331#14286#907#2841#831344
852919,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
10838,1591#2773#2345#1684#4424#3131#6546#7684#8657#2646
164317,64#391#12256#11605#96#1102#641#2343#11604#706
31489,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
863373,3414#11901#770824#373#5146#5815#11867#227912#275164#167838
850634,2272#2279#157514#2274#153992#6304#198855#7322#153993#12083
860259,4377#2017#1548#213443#177123#167925#1525#183049#169178#167926
67581,3314#550#2983#1072#67580#362761#67655#67582#69702#67733
409788,11692#52836#160028#4450#1555#675#157636#3003#11808#559
65027,4230#2464#1020#74#348977#6022#1341#5249#3005#12253
335266,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
3519,513#3180#405#511#4425#1568#281#25998#2723#3680
1343,1342#1638#577#3814#2132#1172#1205#2824#2500#3480
5377,12034#2316#846#2332#3089#6572#3031#3039#6207#531
3669,220793#769850#11316#10713#301340#2268#301337#220778#10868#10867
221841,64#391#12256#11605#96#1102#641#2343#11604#706
862807,4377#2017#1548#213443#177123#167925#1525#183049#169178#167926
854128,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
334762,11927#165#293526#2542#164#2880#2369#1249#294345#9380
852891,852890#852886#852888
270510,12034#2316#846#2332#3089#6572#3031#3039#6207#531
857975,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
503,1253#6202#651#2919#2669#9826#3102#5100#3018#17069
562525,3609#939#31135#8209#3121#5614#450#2512#4758#3122
14984,3408#11101#2549#8381#2418#154505#14213#6902#9706#11925
7502,30412#30663#735#1151#4365#8309#455#246#3429#3917
11923,11842#1012#352295#156629#254236#4184#150115#2322#270497#1887
854490,2272#2279#157514#2274#153992#6304#198855#7322#153993#12083
3991,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
274717,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
11508,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
580450,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
3231,3894#4364#844#3232#3811#10607#2390#175277#4019#7305
347,196#1687#7002#1765#1210#3389#2933#3488#1557#1688
417530,308123#258194#400301#402097#404072#442410#445136#274798#463795#755405
534250,11842#1012#352295#156629#254236#4184#150115#2322#270497#11923
4316,2371#4306#3614#5879#4331#1122#3166#5884#32589#4325
7067,3393#849#4440#2990#761#1592#164453#8392#63390#11883
187888,12026#12022#2002#3171#3223#2870#1919#12012#12142#12362
854582,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
531814,1740#523#534#854219#66188#1898#2524#1062#9413#300
2578,3460#159442#2915#671#157899#1077#2538#1998#358#2089
9786,2344#192102#738#3064#9785#154380#505591#160127#6527#190310
839435,540757#294092#360988#360987#505500#266981#281039#266982#296470#264653
402860,3460#159442#2915#671#157899#1077#2538#2578#1998#358
411,3977#2472#155444#3325#3889#1496#160046#632175#156458#6932
26101,513#3180#405#511#4425#1568#281#25998#2723#3680
550107,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
187690,192157#1538#5187#2667#7186#5088#11809#9510#26158#167766
3110,75063#163340#4598#5021#4128#190346#523828#863310#862414#853457
8012,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
59347,12034#2316#846#2332#3089#6572#3031#3039#6207#531
1121,2371#4306#3614#5879#4331#1122#3166#5884#32589#4325
4815,4504#357917#171075#10677#6434#168973#189055#520339#812243
522136,1460#12406#73653#224728#14290#73655#11992#73788#73652#197281
857987,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
486658,2344#192102#738#3064#9785#154380#505591#160127#6527#190310
47766,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
293303,2670#1937#2744#2793#18867#1715#18877#18878#4422#2713
2557,3159#7070#3676#592#4008#6050#3137#3842#177#2450
16077,3393#849#4440#2990#761#1592#164453#8392#63390#11883
858061,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
857650,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
31683,31694#3788#2430#2467#4656#125#1911#2635#31708#158270
2120,11692#52836#160028#4450#1555#675#157636#3003#11808#559
17,1522#5345#647#9805#1827#4478#2348#11831#2310#11829
275301,4510#879#2330#720#3074#7456#344091#13784#157583#180425
681,3236#74535#2872#1821#80181#3870#75358#930#74480#1641
526605,6561#159178#3390#3061#3079#2072#2346#3315#2479#8104
33422,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
551247,551268#552106#766882#766832#766855#766850#766868#853713#853709#853705
212563,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
863582,8734#1233#530#1061#575#1716#570#1058#468858#1863
205545,3159#7070#3676#592#4008#6050#3137#3842#177#2557
165272,6561#159178#3390#3061#3079#2072#2346#3315#2479#8104
829822,206815#937#3108#11903#11910#221025#11906#69114#11833#8051
854015,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
70686,119#7474#70477#71587#7317#7472#2792#71305#56#71208
732295,180754#2309#1907#9849#199715#9704#216239#50585#442975#52661
183100,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
271106,12034#2316#846#2332#3089#6572#3031#3039#6207#531
532622,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
228363,9640#204#2886#2794#682#9839#2518#9516#1074#4500
425597,18283#18344#164241#9139#18275#9720#2686#18230#3877#18390
198655,419#5296#2052#432#9398#5915#4219#4124#9433#7271
11876,164238#178668#11866#168195#167620#11869#202086#744864#167484#182356
412068,192157#1538#5187#2667#7186#5088#11809#9510#26158#167766
35523,11927#165#293526#2542#164#2880#2369#1249#294345#9380
1915,12101#5193#1914#9412#322913#12112#27772#21263#158073#191165
412493,539854#569594#580282#167190#313243#765564#765562#765563#862492#862490
67534,5658#1094#3071#7654#1073#67406#67449#2853#14252#68926
52736,11692#52836#160028#4450#1555#675#157636#3003#11808#559
209629,11692#52836#160028#4450#1555#675#157636#3003#11808#559
184469,64#391#12256#11605#96#1102#641#2343#11604#706
858085,858087#858084#858153#858094#858083#858090#858092#858093#858088#858086
7514,1401#11056#1118#154584#15046#1281#2446#8103#2859#158831
166590,4230#2464#1020#74#348977#6022#1341#5249#3005#12253
73214,12428#1234#73440#4959#426#40#6904#1544#14320#10993
80529,12025#3490#11889#12021#7966#220036#60218#2775#11874#7505
32725,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
848846,293#848794#858499#860014#860016#851578#851567#858498#851575#856756
61592,80708#8014#168684#3762#12010#3423#61640#4721#61621#61583
862415,3414#11901#770824#373#5146#5815#11867#227912#275164#167838
730240,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
712257,12026#12022#2002#3171#3223#2870#1919#12012#12142#12362
457632,1342#1638#577#3814#2132#1172#1205#2824#1343#2500
618809,222253#227023#226970#226976#227067#226969#226971#226986#226993#227028
716698,4810#645#9106#850#285236#8905#8909#8910#8719#8901
57501,4759#5546#2961#4223#5565#2896#57361#8442#57737#14944
862062,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
76454,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
856578,12428#1234#73440#4959#426#40#6904#1544#14320#10993
34513,11927#165#293526#2542#164#2880#2369#1249#294345#9380
2453,3159#7070#3676#592#4008#6050#3137#3842#177#2450
427401,7689#3611#1391#728#1707#1389#4545#1070#1387#3662
12237,1740#523#534#66188#854219#1898#2524#1062#9413#300
9845,842#214#668#654#3547#5543#150027#41118#9545#2754
182978,12428#1234#73440#4959#426#40#6904#1544#14320#10993
782737,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
63124,11692#52836#160028#4450#1555#675#157636#3003#11808#559
546,3709#8913#8722#9059#2699#8761#6613#154449#8746#10871
10125,6906#8045#7375#240095#8156#768321#183272#4531#375357#11598
55750,3394#28#222#357#1990#1353#6456#1166#1007#3800
167550,12034#2316#846#2332#3089#6572#3031#3039#6207#531
9095,1504#603#353628#164331#165565#227126#226505#350700#229059#7395
68662,68852#183764#68832#67883#68711#5671#68786#68788#183245
176493,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
328958,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
34194,11927#165#293526#2542#164#2880#2369#1249#294345#9380
405,513#3180#511#4425#1568#281#25998#2723#3680#144
853790,749744#861453#861477#855878#861480#849451#861478#862592#852061#852062
8006,1614#2021#4783#8043#1276#10984#51574#207939#4072#1417
323376,4810#645#9106#850#285236#8905#8909#8910#8719#8901
184609,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
154564,206815#937#3108#11903#11910#221025#11906#69114#11833#8051
854142,849577#843033#854141#854145#864633#849513#853772#854143#854071#854358
287574,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
853177,1105#3229#3472#168600#169533#158851#156593#41694#226923#7498
159178,6561#3390#3061#3079#2072#2346#3315#2479#8104#3090
65499,12034#2316#846#2332#3089#6572#3031#3039#6207#531
853207,763#2477#1652#155883#6518#2331#14286#907#2841#831344
24124,2617#24075#3318#2478#24196#24123#3219#3210#24181#24133
839825,1253#6202#651#2919#2669#9826#3102#5100#503#3018
863291,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
857644,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
827000,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
799609,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
7694,11692#52836#160028#4450#1555#675#157636#3003#11808#559
183948,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
324797,3394#28#222#357#1990#1353#6456#1166#1007#3800
774082,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
823868,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
852168,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
192693,4230#2464#1020#74#348977#6022#1341#5249#3005#12253
382973,3414#11901#770824#373#5146#5815#11867#227912#275164#167838
4869,2371#4306#3614#5879#4331#1122#3166#5884#32589#4325
151464,12428#1234#73440#4959#426#40#6904#1544#14320#10993
5169,3393#849#4440#2990#761#1592#164453#8392#63390#11883
350103,288586#303274#288585#365354#288583#288561#551150#629606
859789,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
13727,10982#166#3060#2785#2379#221382#158724#160386#180922#220051
160366,5658#1094#3071#7654#1073#67406#67449#2853#14252#68926
38394,1591#2773#2345#1684#4424#3131#6546#7684#8657#2646
864303,1357#705#186005#9484#9712#156400#344101#227411#9677#164614
852270,601#1966#157743#2351#1231#3859#407#14713#3259#893
2718,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
59064,12034#2316#846#2332#3089#6572#3031#3039#6207#531
156662,4510#879#2330#720#3074#7456#344091#13784#157583#180425
855805,11963#3096#448#479#154492#1033#2484#2923#2748#213438
175232,763#2477#1652#155883#6518#2331#14286#907#2841#831344
158063,1342#1638#577#3814#2132#1172#1205#2824#1343#2500
519486,468#1868#2527#76870#80049#80128#36007#2489#3837#35834
864568,864576#864617
194502,3393#849#4440#2990#761#1592#164453#8392#63390#11883
47032,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
385135,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
9301,3394#28#222#357#1990#1353#6456#1166#1007#3800
49058,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
67583,3314#550#2983#1072#67580#362761#67655#67582#69702#67733
50713,11692#52836#160028#4450#1555#675#157636#3003#11808#559
9545,842#214#668#654#3547#5543#150027#41118#2754#41238
10479,4810#645#9106#850#285236#8905#8909#8910#8719#8901
2489,468#1868#2527#76870#80049#80128#36007#3837#35834#8384
849963,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
825904,4810#645#9106#850#285236#8905#8909#8910#8719#8901
809622,846864
824374,64#391#12256#11605#96#1102#641#2343#11604#706
826989,2572#213450#215266#6797#439710#826994#852388
340586,168681#60292#220498#220527#61483#188051#61484#60295#60294#60282
6572,12034#2316#846#2332#3089#3031#3039#6207#531#3035
77491,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
851458,540757#294092#360988#360987#505500#266981#281039#266982#296470#264653
46970,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
541771,2371#4306#3614#5879#4331#1122#3166#5884#32589#4325
947,2282#3385#1503#226388#228116#2269#13656#226390#3030#13647
12425,12428#1234#73440#4959#426#40#6904#1544#14320#10993
28366,1664#3438#6110#2583#2678#7016#1364#1482#13677#13612
823092,3393#849#4440#2990#761#1592#164453#8392#63390#11883
17326,1253#6202#651#2919#2669#9826#3102#5100#503#3018
33258,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
271138,11842#1012#352295#156629#254236#4184#150115#2322#270497#11923
392922,882#193779#207873#226940#163991#11920#443158#8545#173299#443633
23483,3189#77#2906#6615#2901#155902#2533#20301#20281#2914
353788,3709#8913#8722#9059#2699#8761#6613#154449#8746#10871
214744,2411#1141#3120#5489#11474#227287#4796#3094#49724#1749
857935,749744#857435#857429#851564#852063#857430#857427#852054#856517#855045
1568,513#3180#405#511#4425#281#25998#2723#3680#144
9840,1253#6202#651#2919#2669#9826#3102#5100#503#3018
3332,555#6031#23192#28309#1449#2062#4635#398#4023#4733
523508,53845#53876#7734#53877#228432#486297#435755#75068#536089#77047
864329,8634#12381#3955#3725#158485#5049#205868#158191#840335#310608
40646,3493#1552#1577#40964#9536#605#1049#45534#648#5480
770824,3414#11901#373#5146#5815#11867#227912#275164#167838#171659
171737,6562#159155#11851#6487#12817#10566#11123#10925#159037#164660
862547,359#853#3409#12054#1622#516#826#4326#408#157749
59749,12025#3490#11889#12021#7966#220036#60218#2775#11874#7505
857576,11692#52836#160028#4450#1555#675#157636#3003#11808#559
3876,3393#849#4440#2990#761#1592#164453#8392#63390#11883
812404,1401#11056#1118#154584#15046#1281#2446#8103#2859#158831
12015,12025#3490#11889#12021#7966#220036#60218#2775#11874#7505
352388,1342#1638#577#3814#2132#1172#1205#2824#1343#2500
852105,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
402836,64#391#12256#11605#96#1102#641#2343#11604#706
359846,31694#3788#2430#2467#4656#125#1911#2635#31708#158270
2846,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
12285,846842#846855#846854#846851#846845#846850#854466
61583,80708#8014#168684#3762#12010#3423#61640#4721#61621#61588
858907,8634#12381#3955#3725#158485#5049#205868#158191#840335#310608
7505,12025#3490#11889#12021#7966#220036#60218#2775#11874#59673
221732,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
57087,2126#3387#1695#726#2543#521#67#1660#56625#994
863333,6562#159155#11851#6487#12817#10566#11123#10925#159037#164660
11924,961#3329#2650#3187#61727#61733#61760#61800#61977#160410
582921,2371#4306#3614#5879#4331#1122#3166#5884#32589#4325
185153,12025#3490#11889#12021#7966#220036#60218#2775#11874#7505
616371,763#2477#1652#155883#6518#2331#14286#907#2841#831344
736760,1683#8744#326832#948#227420#2735#5906#4374#227414#11363
5290,119#7474#70477#71587#7317#7472#2792#71305#56#71208
54999,3394#28#222#357#1990#1353#6456#1166#1007#3800
792252,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
35145,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
1988,1664#3438#6110#2583#2678#7016#1364#1482#13677#13612
858094,858083#858153#858085#858087#858084#858090#858092#858093#858091#858095
11867,3414#11901#770824#373#5146#5815#227912#275164#167838#171659
67655,3314#550#2983#1072#67580#362761#67582#69702#67733#179339
660593,53359#53361#53470#53375#53348#53353#275261#854181#53416#159710
196372,4532#3504#1630#1370#1629#1679#1371#5869#39520#7187
66636,1740#523#534#66188#854219#1898#2524#1062#9413#300
157437,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
23893,1664#3438#6110#2583#2678#7016#1364#1482#13677#13612
2979,3084#2525#2476#10907#6740#12039#6240#6739#11637#5856
205388,5110#878#2297#8586#224037#13770#221055#13791#174310#220926
33427,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
434026,882#193779#207873#226940#163991#11920#443158#8545#173299#443633
169674,2344#192102#738#3064#9785#154380#505591#160127#6527#190310
7811,64#391#12256#11605#96#1102#641#2343#11604#706
2125,1740#523#534#854219#66188#1898#2524#1062#9413#300
11897,11895#12409#13713#161062#11824#11857#365604#161043#14284#168928
56394,3394#28#222#357#1990#1353#6456#1166#1007#3800
861456,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
856599,1476#1309#685#11859#1725#604#24880#266#1021#284
781664,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
1814,3394#28#222#357#1990#1353#6456#1166#1007#3800
6486,2660#2491#72209#10617#2553#72147#10630#2383#60367#72156
827739,1186#989#11620#485#1278#4114#3716#379#7436#425
49665,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
4120,11692#52836#160028#4450#1555#675#157636#3003#11808#559
724581,1401#11056#1118#154584#15046#1281#2446#8103#2859#158831
15694,3393#849#4440#2990#761#1592#164453#8392#63390#11883
219283,6561#159178#3390#3061#3079#2072#2346#3315#2479#8104
5487,3086#1324#35816#335#12052#37072#4612#10597#3087#36864
154495,3189#77#2906#6615#2901#155902#2533#20301#20281#2914
853781,4759#5546#2961#4223#5565#2896#57361#8442#57737#14944
414,1553#2074#21661#4516#6961#2075#154398#2061#7151#4982
70413,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
3326,2508#2444#71088#971#3242#2058#11071#2013#2640#283
59676,12025#3490#11889#12021#7966#220036#60218#2775#11874#7505
7499,359#853#3409#12054#1622#516#826#4326#408#157749
175010,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
858160,1460#12406#73653#224728#14290#73655#11992#73788#73652#197281
857,495#5710#2804#581#11628#580#2043#3834#174#2929
5364,64#391#12256#11605#96#1102#641#2343#11604#706
170178,1566#646#2235#1358#12163#1832#820#224596#1790#1500
6015,1476#1309#685#11859#1725#604#24880#266#1021#284
183232,12034#2316#846#2332#3089#6572#3031#3039#6207#531
389980,4510#879#2330#720#3074#7456#344091#13784#157583#180425
796495,3314#550#2983#1072#67580#362761#67655#67582#69702#67733
34211,11927#165#293526#2542#164#2880#2369#1249#294345#9380
853121,11963#3096#448#479#154492#1033#2484#2923#2748#213438
856815,8734#1233#530#1061#575#1716#570#1058#468858#1863
197165,11927#165#293526#2542#164#2880#2369#1249#294345#9380
162346,3609#939#31135#8209#3121#5614#450#2512#4758#3122
54202,3394#28#222#357#1990#1353#6456#1166#1007#3800
11477,11692#52836#160028#4450#1555#675#157636#3003#11808#559
199313,1591#2773#2345#1684#4424#3131#6546#7684#8657#2646
189634,12428#1234#73440#4959#426#40#6904#1544#14320#10993
76782,4759#5546#2961#4223#5565#2896#57361#8442#57737#14944
191667,3394#28#222#357#1990#1353#6456#1166#1007#3800
181737,12034#2316#846#2332#3089#6572#3031#3039#6207#531
2479,6561#159178#3390#3061#3079#2072#2346#3315#8104#3090
164033,7312#226500#59920#175785#221221#175492#12111#186173#276050#532311
463775,168611#420571#165283#675892#863245#862277#859709#864348#864277
849143,206815#937#3108#11903#11910#221025#11906#69114#11833#8051
3655,3442#5147#3502#158282#659#1400#8623#1524#1498#1484
205528,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
169328,11692#52836#160028#4450#1555#675#157636#3003#11808#559
723,2126#3387#1695#726#2543#521#67#1660#56625#994
16096,3393#849#4440#2990#761#1592#164453#8392#63390#11883
30039,12033#7670#11096#30091#30103#30133#12037#30074#30093#177570
457568,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
510,1522#5345#647#9805#1827#4478#2348#17#11831#2310
33348,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
562646,11692#52836#160028#4450#1555#675#157636#3003#11808#559
4723,3159#7070#3676#592#4008#6050#3137#3842#177#2450
839370,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
25599,871#2510#158336#11074#9445#8658#25560#304969
3172,3159#7070#3676#592#4008#6050#3137#3842#177#2557
21226,513#3180#405#511#4425#1568#281#25998#2723#3680
863307,3414#11901#770824#373#5146#5815#11867#227912#275164#167838
858,1186#989#11620#485#1278#4114#3716#379#7436#425
17722,2562#11850#12196#103#3527#188091#3526#540#17760#3462
57863,1162#825#837#678#1882#3685#57703#983#7682#10674
155522,11692#52836#160028#4450#1555#675#157636#3003#11808#559
856741,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
9418,1522#5345#647#9805#1827#4478#2348#17#11831#2310
863543,8734#1233#530#1061#575#1716#570#1058#468858#1863
640,4532#3504#1630#1370#1629#1679#1371#5869#39520#7187
32533,94#3781#9#2513#3778#8#8011#3617#93#2625
202782,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
334326,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
530,8734#1233#1061#575#1716#570#1058#468858#1863#156471
857076,219088#11985#680#1143#50508#154478#169288#227839#2970#168669
854400,8734#1233#530#1061#575#1716#570#1058#468858#1863
47140,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
755392,228199#755065#755064#765912#765911#755394#755393#755387#755385#755384
206362,1401#11056#1118#154584#15046#1281#2446#8103#2859#158831
858788,119#7474#70477#71587#7317#7472#2792#71305#56#71208
857632,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
862430,3414#11901#770824#373#5146#5815#11867#227912#275164#167838
67999,3314#550#2983#1072#67580#362761#67655#67582#69702#67733
428721,336752#668738#378502#747916#864616
551155,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
168048,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
11727,513#3180#405#511#4425#1568#281#25998#2723#3680
448176,3394#28#222#357#1990#1353#6456#1166#1007#3800
75533,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
859773,119#7474#70477#71587#7317#7472#2792#71305#56#71208
64063,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
17062,1253#6202#651#2919#2669#9826#3102#5100#503#3018
893,601#1966#157743#2351#1231#3859#407#14713#3259#1626
221431,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
551409,511375#511356#511363#511378#511398#602559#602486#511379#602554#602474
1834,2126#3387#1695#726#2543#521#67#1660#56625#994
197495,180754#2309#1907#9849#199715#9704#216239#50585#442975#52661
845013,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
853876,2272#2279#157514#2274#153992#6304#198855#7322#153993#12083
849978,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
304857,2670#1937#2744#2793#18867#1715#18877#18878#4422#2713
183899,11692#52836#160028#4450#1555#675#157636#3003#11808#559
162382,555#6031#23192#28309#1449#2062#4635#398#3332#4023
325841,882#193779#207873#226940#163991#11920#443158#8545#173299#443633
13612,1664#3438#6110#2583#2678#7016#1364#1482#13677#341
388570,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
360933,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
218990,3394#28#222#357#1990#1353#6456#1166#1007#3800
9358,2126#3387#1695#726#2543#521#67#1660#56625#994
179870,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
9533,4532#3504#1630#1370#1629#1679#1371#5869#39520#7187
170618,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
38736,3393#849#4440#2990#761#1592#164453#8392#63390#11883
2896,4759#5546#2961#4223#5565#57361#8442#57737#14944#57442
541576,6906#8045#7375#240095#8156#768321#183272#4531#375357#11598
853859,853328#853860#853861#853862#853864#853865#853858#856819#853870#853869
208280,1740#523#534#854219#66188#1898#2524#1062#9413#300
170568,555#6031#23192#28309#1449#2062#4635#398#3332#4023
2741,3394#28#222#357#1990#1353#6456#1166#1007#3800
846861,222253#227023#226970#226976#227067#226969#226971#226986#227028#226993
828433,2562#11850#12196#103#3527#188091#3526#540#17760#3462
48202,4230#2464#1020#74#348977#6022#1341#5249#3005#12253
554386,34713#220786#34782#35165#5272#44591#33709#36975#44891#228428
11760,3393#849#4440#2990#761#1592#164453#8392#63390#11883
402502,164238#178668#11866#168195#167620#11876#11869#202086#744864#167484
3329,961#2650#3187#61727#61733#61760#61800#61977#160410#61829
179788,9640#204#2886#2794#682#9839#2518#9516#1074#4500
59922,12025#3490#11889#12021#7966#220036#60218#2775#11874#7505
11904,3609#939#31135#8209#3121#5614#450#2512#4758#3122
3166,2371#4306#3614#5879#4331#1122#5884#32589#4325#5702
73652,1460#12406#73653#224728#14290#73655#11992#73788#197281#73686
191653,3234#508#11886#10636#2569#1604#2452#9436#26195#9405
35721,3086#1324#35816#335#12052#37072#4612#10597#3087#36864
863063,805527#855236#855235#855232#863060#863071#863041#863070#863055#863051
860415,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
59689,12025#3490#11889#12021#7966#220036#60218#2775#11874#7505
174364,12428#1234#73440#4959#426#40#6904#1544#14320#10993
7466,64#391#12256#11605#96#1102#641#2343#11604#706
788850,2434#784307#165552#860900#860902#860904#860910#860912#862550#799223
857579,11692#52836#160028#4450#1555#675#157636#3003#11808#559
862820,155405#189089#11956#319737#11936#219269#696119#550195#372472#158881
552518,12056#12072#242376#3129#251551#272379#81758#327534#272846#334092
400884,495#5710#2804#857#581#11628#580#2043#3834#174
67172,5658#1094#3071#7654#1073#67406#67449#2853#14252#68926
1583,1186#989#11620#485#1278#4114#3716#379#7436#425
176915,64#391#12256#11605#96#1102#641#2343#11604#706
857609,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
597721,4810#645#9106#850#285236#8905#8909#8910#8719#8901
5910,1740#523#534#66188#854219#1898#2524#1062#9413#300
846832,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
26158,192157#1538#5187#2667#7186#5088#11809#9510#167766#160513
15644,3393#849#4440#2990#761#1592#164453#8392#63390#11883
692142,3236#681#74535#2872#1821#80181#3870#75358#930#74480
814309,64#391#12256#11605#96#1102#641#2343#11604#706
59392,12034#2316#846#2332#3089#6572#3031#3039#6207#531
17092,1253#6202#651#2919#2669#9826#3102#5100#503#3018
502915,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
852681,763#2477#1652#155883#6518#2331#14286#907#2841#831344
848147,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
158336,871#2510#11074#9445#8658#25560#25599#304969
